,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01
Bas-Rhin,2.759752006660004,2.7094215015020597,3.146946800526858,3.092163419360416,2.8102679378928714,3.237977183619694,2.987692091448164,2.89590776122012,3.1245954423966524,2.8505508241255484,2.0045082439417174,3.042077648011978,2.9118312684304373,2.7955646699728414,3.156101441879381,3.2845940426433247,3.0586410066724876,3.2314828038831687,2.8119312383262733,2.864401469599505,3.128340103135229,2.7149506747838097,2.873270050351017,2.79904841412873,2.5548483388774854,2.35762915284972,2.8639791216582275,2.9235480288432067,3.131594074118532,2.859635542356726,2.855361917239718,2.799730388749097,2.9932861766550247,2.91360984060823,2.5886562080825253,2.576419332807351,2.871157125398698,2.7503020219759264,3.0917797781556464,3.3690271198889903,3.234556055587376,3.1607971037410945,3.0026272297177474,2.8310449806445432,3.0042321823923994,2.9900372886215045,2.6140184030712317,2.013981170649604,2.39515485031039,3.0390281424327665,3.0227028463132646,3.331123790451906,3.137151567070564,3.1018607206339484,2.90544387083059,3.032272945748543,3.004672151312312,3.129512077676755,2.7776352482157938,2.528497835250961,2.131116929764834,2.8320383854046782,2.9415417503852845,2.918698819677584,2.907886942480479,3.20771107709768,2.979469573764284,2.913522932338122,2.8047277703632707,2.609946275016222,2.1765471984770177,2.576726298481167,2.4552957167000726,2.6846982781348707,2.955020631267904,2.977029910208401,3.2855081048558894,3.1990392978078486,3.0026295984906977,2.9579259250617542,2.758932968189192,2.602204590340932,2.782436277813795,2.528326190704039
Haut-Rhin,2.6439476890415965,2.670201367353325,3.177469382401213,3.0645109282831657,2.889777016413397,3.2725969407348554,2.766881770640619,2.8298177344928988,3.117491779213956,2.8999494821731795,2.4119025371278697,3.3751717407600568,2.9656461962158422,2.8686131127687045,3.188871509576167,3.3135108388928476,3.1952769457357357,3.191947111999453,2.905703531862159,2.8702724679782086,2.9417150064151056,2.6335775198487212,2.945871420047152,2.9786615214306584,2.458888887886621,2.556517753995441,2.896818660809079,2.9036953538780423,3.3656670340957247,2.782198476453117,2.984710543483929,2.917926441378115,3.019345582441738,2.8546319428644207,2.5139411685460367,2.7549425162918353,3.484954208546064,2.7689538812173815,3.004821509052448,3.3721933561225446,3.396150359993863,3.085912414578037,2.9619886531626736,3.0068995822275584,2.998363022393322,3.025671039784172,2.7391082965975926,2.781282847822087,2.6146360530971036,2.956665659087399,3.002738504327447,3.4004180742315357,3.165258893974023,3.179863736369809,2.876419946587828,3.1326946383025494,2.959859970886504,3.111293827840203,2.6622194235582537,2.3670897598466194,2.3580950666893212,2.8829461254335613,2.866228626087339,2.6830728028009156,2.8078525196652726,3.139601500724089,2.8386693432930556,2.917508752133518,2.6620135096696016,2.688875400834671,2.3179201261912206,2.8065145370639155,2.543326023099453,2.4050389065438167,2.77046318851603,2.8820072935186603,3.110036284529971,3.091797512795562,3.105974352126461,2.918652797637882,2.6206283321364263,2.4352890420410693,2.7513643256727094,2.4992182808209074
Dordogne,0.5344033492573839,0.6242262992853624,0.48496264190086213,0.48317824708582546,0.5650728842905065,0.8147650859458055,0.555529436575932,0.6342384790614403,0.6670542480958499,0.7186995930665914,0.4669578386989774,0.7815894785381047,0.6850360217878558,0.6762033760240386,0.5764449243975114,0.5000386591684608,0.612446399312815,0.5268978306503438,0.3955343381847904,0.49934950242288195,0.48012026768276916,0.47428302811251144,0.5833651545330288,0.617799914300081,0.5921563671870406,0.470235519985393,0.44906762994074134,0.5343453513802731,0.7141883756190154,0.5743844324810122,0.36019056831951773,0.4326336541283707,0.5056675030123894,0.6356773419476683,0.5512095754281043,0.5890427424135918,0.5641758453356145,0.6498839172645795,0.6671100043570608,0.7745351114746838,0.7690503633817009,0.7941112286862322,0.6061915575437313,0.6664840732319927,0.6476720202168198,0.7661172285302946,0.7132148322844712,0.6271121903411876,0.6213757206534685,0.5800823828718278,0.6670767783436247,0.771503896984173,0.7432816175728055,0.6851892500250998,0.5621682744627746,0.7279845332040321,0.6289150884263516,0.6542032098115123,0.7189945892460339,0.521581147319002,0.6023788243840262,0.6107646557444919,0.5470494828482354,0.6851016099498942,0.7091308170635102,0.6222124311695051,0.671744387900908,0.6041690526826031,0.6220824744327819,0.6351849561270705,0.6488855454288804,0.711815260484392,0.4616346797371304,0.6310493217678815,0.6122753170272536,0.5938365395234763,0.8027097175461794,1.1110639235955326,0.7149597363417448,0.7070579077781558,0.6099756233717534,0.6390935527455385,0.7739087266313496,0.7559949535678128
Gironde,1.9027876786523459,1.9880595530878646,2.02750894993911,1.9601831387936672,2.013984151197229,2.5056960463597058,2.2003208196548676,2.3387595098010676,2.4072992380650335,2.445476422072986,1.921360013426575,2.343546899288798,2.0666987789138935,2.0695749056332584,2.056892104703305,2.3613032981128432,2.3068848581504806,2.1526448883835174,2.140363453213411,2.145243649737466,2.1508542033541618,2.228959544167797,2.0397433525281765,2.26586794391805,2.1470590564392213,1.8585506173672086,2.1725193308256774,2.2161047723783014,2.427421653380618,2.136834157429544,2.1314455781022974,2.141674619927325,2.2751013664102353,2.359005302312597,2.177631664499346,2.0621684017291146,2.197400869576666,2.3436931952226514,2.3504450185281964,2.6796005363398843,2.5152084142962616,2.314640873681376,2.101026313397509,2.2203050246782152,2.1790115476281926,2.193482593583925,2.079706340272502,1.7668115289571513,1.6246187868799977,1.905220382643096,1.9323845346104955,2.2298457216708125,2.183860009716355,1.9694971332302225,1.8141958819719026,2.144519449092864,2.018987767574725,1.9648643894337647,2.005398580130831,1.525868216816344,1.7267997419416756,1.9225196446198387,1.7953911413437433,2.1749562830200246,2.1380826073015906,1.9097605710785044,2.006019061010484,2.0475976986415354,2.009808926899496,1.7741064598998928,1.6682158707883274,1.7923370332912925,1.6486621927182514,1.73398940602374,1.9492284545036203,1.9283876896918728,2.0459754869194473,2.2894218306567184,2.097996156243516,1.848135104666297,1.8234125062775401,1.851092356143159,1.9141320063376719,1.7261492633899818
Landes,0.4943487591698198,0.7310917224594834,0.5974966983997132,0.594587247124149,0.7144982445268079,0.7944132184787174,0.6699139871676478,0.8314567678472637,0.8182144244693121,0.8339050768287943,0.5343222935362351,0.8720917254980197,0.7802126561347398,0.7903808368122237,0.5999173634953999,0.6062037611228738,0.6207956242535888,0.7400689294122891,0.5364995875412901,0.6650104743799677,0.6013621691788057,0.6097821647225737,0.6490230090031036,0.7086334585047803,0.6450944177870319,0.5624376015851996,0.5444242906317394,0.5799703090272154,0.6815198339645858,0.6451443182346018,0.6291282718011002,0.5791763037794834,0.5926784826915587,0.6862565761661122,0.5738664950735803,0.5826972172436269,0.6826130430882569,0.7251581377345339,0.7260433192107029,0.880619719609398,0.8872147985918146,0.6656620153624851,0.594733327798499,0.7647107809717406,0.7487216945785626,0.8469188788431355,0.7921686261593522,0.7264573386311874,0.6632791192592071,0.6371133721924078,0.7375956153015175,0.7674463884683205,0.6952064388121877,0.9189750677959988,0.5871738265004335,0.8406791841850025,0.6988137540633559,0.7173667756977071,0.7839120161241948,0.6150150690038737,0.6316155066089169,0.6567710521438178,0.6288038178037106,0.7962307491837792,0.8436626913089329,0.6043152807200199,0.6575259832330529,0.7534628894845155,0.7389302867074892,0.718960811095163,0.7140581459792156,0.7513941717171978,0.588200157977485,0.6107477126969838,0.6918612738712244,0.6373636151944447,0.8046513821281099,1.0596317046734667,0.7913335275986753,0.8020006486958524,0.6799024047086243,0.7392130726495267,0.8210484044546067,0.8362217672210221
Lot-et-Garonne,0.8368713312237447,0.905047185329379,0.7496010970669332,0.816841578519043,0.8158013385621089,1.0784099585301692,0.810901076088352,0.9359450223663828,0.9320344299652498,0.9867187032018325,0.7827145846990714,1.148861946333904,1.0061612294803386,1.0556262214827694,0.776714527931254,0.8700436485814826,0.8236537854304126,0.7917688488030632,0.704730785939218,0.7779245754501397,0.7619982491552385,0.7647563511462476,0.9496546098133994,0.9840447107860251,0.9434726640146169,0.931856082906386,0.7254843053973963,0.8267583926180084,0.9508423108091694,0.8216824288469909,0.6584920678760016,0.7335423798596499,0.7846209076040437,0.8960139187384575,0.8291287598706876,0.8674274231359617,0.9996117797962866,1.0201858220548825,0.9666614074733768,1.1522956787816168,1.0979473154832144,0.9652356938549309,0.8289780156318985,0.9269394938816427,0.9363038375900089,1.0494945693646374,1.1166018297616516,0.9739534235757151,0.8815602455333156,1.0317751575838157,1.0101947182685462,1.115689505096092,1.0301265600306406,0.8850380450560684,0.8323818874868883,1.004293869853774,0.9098351833774244,0.9072502210729181,1.0048453493708454,0.8473194620875661,0.9889156396475006,1.0812242629268558,0.9201445023841102,1.1100594984583028,1.0589922479498262,0.924419733519073,0.9856696525577118,0.9188622777878879,0.8974019618087962,0.9138432025304833,0.9054019288818128,1.0627838556226108,0.8455749489667045,0.9784285233622572,0.9562100609742984,1.0380826133311551,1.0734579943581628,1.299436526145334,0.9663499359090337,0.9763462654366419,0.8850280852130965,0.9173235966102137,1.1046924572569756,1.0398369908222331
Pyrénées-Atlantiques,0.9062411362541309,1.3155406412039414,1.1931979991056327,1.0693388028018393,0.9920412067819367,1.2842454121849636,1.0089741884803884,1.2491157109276285,1.2987150683312667,1.3868064529066761,1.0708871377228093,1.29041622267179,1.2165271642607456,1.3250193845116591,1.0229855905672094,1.2147572459753524,1.035908356736522,1.2859005392082785,0.9444845040092433,1.1908936711920304,1.1536606696828546,1.1820021967930068,1.2144751637055988,1.286902999588404,1.1025112085603281,1.1863964304737793,1.0010416087687368,1.1291167061175063,1.2803392618266807,1.1678187422806605,1.0575204516179322,1.0726712993618113,1.1361833984756071,1.2795828007654082,1.1209923840311566,1.1862977514698978,1.3389150569431139,1.3626796667862142,1.3285759133577746,1.50125490675883,1.3823845765418041,1.167266196600638,0.9909799052500026,1.237228569362976,1.2061951863763778,1.3536724629461,1.3775355736782713,1.2876457034794848,1.0539753994275913,1.1045971146137141,1.3081437997817424,1.2964967429203216,1.1449454559438406,1.406943944034553,1.0051047392484702,1.2478983687478704,1.1922173039726633,1.1950357667396319,1.279662851206281,1.047721872671313,1.0641082051348445,1.1641484662099024,1.1502325023309512,1.3534906503701278,1.2825856461061522,1.041160160583768,1.1373747792034667,1.1764075088835801,1.0935390077853246,1.1136808593123189,1.1093455081582653,1.2237985770516953,1.033776669776658,1.169263025221557,1.1691661355227787,1.016839644080713,1.2384430155216553,1.3350949241548966,1.1301661648734103,1.1681369742949443,1.0578774482475037,1.153081840411515,1.2668111199306522,1.134771259268113
Allier,0.4607771777438724,0.5573113911432387,0.42724714756896953,0.4143729148359747,0.6068476752714578,0.8394647313077535,0.618561981458377,0.5486616320646233,0.6193016533436421,0.6471474487443323,0.3905757767743682,0.8448258830874373,0.7412451705972944,0.6355109478528421,0.5402538020260853,0.5136283731452739,0.5547653928553236,0.6079142646211423,0.41411752920763406,0.45239903656971,0.46802070558394493,0.3845488908679622,0.5784005906863562,0.4624327972031636,0.5603270566092781,0.364149954521757,0.31943582841076995,0.4563913737558523,0.6374445986066712,0.6221622592678834,0.42954806784538757,0.33239565894892986,0.42744299804545416,0.49595659548342735,0.43523369581595367,0.4900963088733701,0.5849212004597016,0.5931631368831771,0.6411990635806069,0.7139744985260988,0.7538110924277245,0.7421257738220954,0.5692692150184232,0.6554742800886054,0.5959182506647567,0.7363050226581722,0.5762587851983175,0.5114287619156219,0.6430777426549273,0.5505644914665595,0.6544761732520047,0.7052222480910393,0.660592005939494,0.8499651050290472,0.5885248290378311,0.6762019289521436,0.593038345470741,0.6074556013095035,0.6551400976907343,0.5042284290904621,0.543021535542568,0.5767947059714565,0.5426011878875743,0.6741021959074495,0.6779500421082997,0.7596811927557509,0.6708739820805021,0.5937169096209196,0.6470121565527186,0.6076110456516514,0.6231933980061414,0.6348477641206633,0.4309315057344942,0.6209006342503542,0.5811730146948555,0.5433270900313049,0.9494248232750614,0.9875245726595628,0.7929483859871386,0.6430556282750884,0.5705144445514647,0.624518493488523,0.7355365626390871,0.7396186319000962
Cantal,0.5733232777079232,0.5517818349211467,0.42690074458782795,0.3399192547969178,0.5155827367918973,0.6594584956709714,0.5094372481056821,0.5198138963683268,0.5914750410916525,0.6131842009193904,0.35154598795936004,0.8033138302783404,0.7341725649050661,0.7370262223240113,0.5695811289493832,0.41724099905639134,0.4821420555920956,0.5306301134071294,0.29354429385268704,0.40779007930519745,0.3815657319182434,0.3673638565426512,0.5337582709454229,0.47520061066428143,0.7951683987570968,0.4031775891904244,0.4299961293572699,0.37508399004320025,0.545109920059862,0.5140556990639372,0.4869691256965381,0.33727676389637595,0.4057987575150627,0.512177450846572,0.46282987051979757,0.4776129455524259,0.6041166687406407,0.58456808105498,0.6126870191726529,0.6670406233873936,0.7169163904525502,0.577476290260513,0.4368840698611108,0.569348877896949,0.5574549811268212,0.6949007985975735,0.6204203701940912,0.7880911577638117,0.5561061367288916,0.7437493821942728,0.5564385379097637,0.6101980371368254,0.5862562406086755,0.6970276861952451,0.47398695130917595,0.6081765477505422,0.46529042638362433,0.5021346160577476,0.5583781485735573,0.4353314026987743,0.6126937582593395,0.6667351084009256,0.4333157001893459,0.5405764895418271,0.5270755039714147,0.5399008883452353,0.4951366021868028,0.4643229560457524,0.49717477932357357,0.5003055279599353,0.5598137151920938,0.5816383466933032,0.3484836553703665,0.4987017498888685,0.4741974448318222,0.46629921021817683,0.7727935533000065,0.8984341333817618,0.5566787670698,0.5800378578181061,0.48451742015115085,0.5236347617297973,0.6558572043607351,0.6772607164866973
Haute-Loire,0.710473734293777,0.7096863930907941,0.5172438510675758,0.5176356238111849,0.6845282789844989,0.881463683339966,0.613993791124601,0.6610366336401812,0.7107776120766911,0.7191609440764086,0.47164947918340455,1.000526480561586,1.0990211506099852,0.8751105495341456,0.6844826855209424,0.5268651727390992,0.6028881442134243,0.6118047077944401,0.4445346817788497,0.546646470356519,0.5102599615694544,0.4152791207894513,0.6275527104860219,0.5200796216038575,0.7207965919070883,0.4681220256099752,0.4579179581788345,0.45269139542335407,0.6854700717100487,0.5128380680220775,0.37076169157913563,0.3546301903354081,0.43038465011872096,0.5493622591940962,0.5201004194586577,0.4656153202136159,0.8047347599979661,0.6167897411316552,0.6119227450529866,0.6868382045897142,0.688550822791513,0.668680236416894,0.5258126428057958,0.5889705636787291,0.568047929750911,0.736558003982021,0.6307058428357714,0.6504680118845112,0.6179506298147727,0.7944958447930596,0.5537300647190626,0.6475331548482764,0.5804930586001708,0.6596824837132441,0.5130588346381846,0.6264872587492685,0.5206248850096172,0.5752835165494932,0.5757713792611951,0.4401941001451842,0.6712459616939018,0.7808116435385923,0.49741707779320926,0.5892987677520881,0.5939206577820505,0.628185410918022,0.600385107203239,0.5292873455796496,0.5781167171560195,0.568465475723372,0.6152445647479345,0.6093000756957525,0.4549272309032573,0.5437450515526098,0.5123128795834029,0.557666264934182,0.8818486205887752,0.929309219928805,0.6138907264522807,0.6512390758889639,0.5438120416417753,0.555182079672147,0.681592996695067,0.7220835031597507
